Grade,E_title,E_country,E_province,E_region_1,E_region_2,E_winery,E_FE_vintage,E_wine_variety,E_FE_wine_kind,FE_continent,E_price,FE_points_location,FE_points_variety,FE_points_winery
Pass,Beringer 2004 Alluvium Red Table Wine Red (Knights Valley),US,California,Knights Valley,Sonoma,Beringer,2004,Bordeaux-style Red Blend,red,1,30.0,88.0,89.0,88.0
Pass,Dow's 2003 Vintage  (Port),Portugal,Port,-,-,Dow's,2003,Port,,0,83.0,91.0,88.0,92.0
Pass,Rubicon Estate 2004 Cask Cabernet Sauvignon (Rutherford),US,California,Rutherford,Napa,Rubicon Estate,2004,Cabernet Sauvignon,red,1,75.0,91.0,88.0,90.0
Pass,Terra Valentine 2004 Yverdon Vineyard Cabernet Sauvignon (Spring Mountain District),US,California,Spring Mountain District,Napa,Terra Valentine,2004,Cabernet Sauvignon,red,1,70.0,90.0,88.0,90.0
Pass,V. Sattui 2004 Steve Lee Reserve Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,V. Sattui,2004,Cabernet Sauvignon,red,1,95.0,89.0,88.0,88.5
Pass,Arrowood 2004 Cabernet Sauvignon (Sonoma County),US,California,Sonoma County,Sonoma,Arrowood,2004,Cabernet Sauvignon,red,1,50.0,87.0,88.0,88.0
Pass,Castello d'Albola 2004 Acciaiolo Red (Toscana),Italy,Tuscany,Toscana,-,Castello d'Albola,2004,Red Blend,red,0,60.0,89.0,88.0,90.0
Pass,Gorman 2006 Big Sissy Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Gorman,2006,Chardonnay,white,1,35.0,89.0,88.0,91.0
Pass,Villa Poggio Salvi 2001 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Villa Poggio Salvi,2001,Sangiovese,red,0,99.0,90.0,89.0,90.5
Pass,Fattoria dei Barbi 2001 Riserva  (Brunello di Montalcino),Italy,Tuscany,Brunello di Montalcino,-,Fattoria dei Barbi,2001,Sangiovese,red,0,80.0,90.0,89.0,90.0
Pass,Robert Mondavi 2004 Reserve Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Robert Mondavi,2004,Cabernet Sauvignon,red,1,125.0,89.0,88.0,89.0
Pass,Roshambo 2005 The Reverend Zinfandel (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,Roshambo,2005,Zinfandel,red,1,25.0,88.0,88.0,92.0
Pass,Corley 2010 State Lane Vineyard Cabernet Sauvignon (Yountville),US,California,Yountville,Napa,Corley,2010,Cabernet Sauvignon,red,1,72.0,90.0,88.0,90.0
Pass,Corley 2010 Yewell Vineyard Cabernet Sauvignon (St. Helena),US,California,St. Helena,Napa,Corley,2010,Cabernet Sauvignon,red,1,72.0,90.0,88.0,90.0
Pass,Figgins 2011 Estate Red (Walla Walla Valley (WA)),US,Washington,Walla Walla Valley (WA),Columbia Valley,Figgins,2011,Bordeaux-style Red Blend,red,1,85.0,90.0,89.0,93.0
Pass,Tranche 2009 Estate Grown Cabernet Sauvignon (Walla Walla Valley (WA)),US,Washington,Walla Walla Valley (WA),Columbia Valley,Tranche,2009,Cabernet Sauvignon,red,1,40.0,90.0,88.0,91.0
Pass,Williams Selyem 2012 Olivet Lane Vineyard Chardonnay (Russian River Valley),US,California,Russian River Valley,Sonoma,Williams Selyem,2012,Chardonnay,white,1,55.0,89.0,88.0,93.0
Pass,Mark Ryan 2011 Long Haul Red (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Mark Ryan,2011,Bordeaux-style Red Blend,red,1,48.0,89.0,89.0,91.0
Pass,Pacific Rim 2012 Solstice Vineyard Riesling (Yakima Valley),US,Washington,Yakima Valley,Columbia Valley,Pacific Rim,2012,Riesling,white,1,24.0,88.0,90.0,89.0
Pass,Abeja 2011 Merlot (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Abeja,2011,Merlot,red,1,40.0,89.0,87.0,93.0
Pass,Cadence 2010 Cara Mia Vineyard Camerata Red (Red Mountain),US,Washington,Red Mountain,Columbia Valley,Cadence,2010,Bordeaux-style Red Blend,red,1,60.0,90.0,89.0,92.0
Pass,Krupp Brothers 2011 The Doctor Red (Napa Valley),US,California,Napa Valley,Napa,Krupp Brothers,2011,Red Blend,red,1,90.0,89.0,88.0,91.5
Pass,Gorman 2010 The Bully Cabernet Sauvignon (Red Mountain),US,Washington,Red Mountain,Columbia Valley,Gorman,2010,Cabernet Sauvignon,red,1,50.0,90.0,88.0,91.0
Pass,Glenelly 2009 Lady May Cabernet Sauvignon (Stellenbosch),South Africa,Stellenbosch,-,-,Glenelly,2009,Cabernet Sauvignon,red,0,50.0,89.0,88.0,90.0
Pass,Ken Forrester 2011 The FMC Chenin Blanc (Stellenbosch),South Africa,Stellenbosch,-,-,Ken Forrester,2011,Chenin Blanc,white,0,65.0,89.0,88.0,87.0
Pass,Oakville East 2011 Franc 'N Stern Cabernet Franc (Oakville),US,California,Oakville,Napa,Oakville East,2011,Cabernet Franc,sparkling,1,125.0,91.0,88.0,91.0
Pass,Red Tail Ridge 2012 Sticky Riesling (Finger Lakes),US,New York,Finger Lakes,Finger Lakes,Red Tail Ridge,2012,Riesling,white,1,50.0,87.0,90.0,88.0
Pass,De Toren 2010 Fusion V Red (Stellenbosch),South Africa,Stellenbosch,-,-,De Toren,2010,Bordeaux-style Red Blend,red,0,55.0,89.0,89.0,91.0
Pass,Januik 2011 Ciel du Cheval Vineyard Cabernet Sauvignon (Red Mountain),US,Washington,Red Mountain,Columbia Valley,Januik,2011,Cabernet Sauvignon,red,1,45.0,90.0,88.0,91.0
Pass,Abeja 2010 Heather Hill Cabernet Sauvignon (Walla Walla Valley (WA)),US,Washington,Walla Walla Valley (WA),Columbia Valley,Abeja,2010,Cabernet Sauvignon,red,1,55.0,90.0,88.0,93.0
Pass,Barnard Griffin 2008 Sagemoor Vineyards Partners Reserve Red (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Barnard Griffin,2008,Bordeaux-style Red Blend,red,1,60.0,89.0,89.0,88.0
Pass,Tabor 2010 Adama Merlot (Galilee),Israel,Galilee,-,-,Tabor,2010,Merlot,red,0,,89.0,87.0,88.5
Pass,Silenus 2010 Estate Reserve Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Silenus,2010,Cabernet Sauvignon,red,1,70.0,89.0,88.0,89.0
Pass,Torres 2008 Grans Muralles Red (Conca de Barberà),Spain,Catalonia,Conca de Barberà,-,Torres,2008,Red Blend,red,0,150.0,88.0,88.0,88.0
Fail,The Calling 2014 Cabernet Sauvignon (Alexander Valley),US,California,Alexander Valley,Sonoma,The Calling,2014,Cabernet Sauvignon,red,1,37.0,88.0,88.0,89.5
Fail,Weingut Seck 2011 Dornfelder (Rheinhessen),Germany,Rheinhessen,-,-,Weingut Seck,2011,Dornfelder,red,0,27.0,89.0,86.0,86.0
Fail,Kirkland Signature 2014 Cabernet Sauvignon (Napa County),US,California,Napa County,Napa,Kirkland Signature,2014,Cabernet Sauvignon,red,1,13.0,86.0,88.0,86.0
Fail,La Cappuccina 2015 San Brizio  (Soave),Italy,Veneto,Soave,-,La Cappuccina,2015,Garganega,white,0,26.0,87.0,87.0,87.5
Fail,Nick Goldschmidt 2015 Boulder Bank Fitzroy Vineyard Sauvignon Blanc (Marlborough),New Zealand,Marlborough,-,-,Nick Goldschmidt,2015,Sauvignon Blanc,white,1,17.0,88.0,87.0,88.0
Fail,Ballentine 2015 Estate Grown Merlot (Napa Valley),US,California,Napa Valley,Napa,Ballentine,2015,Merlot,red,1,35.0,89.0,87.0,88.5
Fail,Day 2015 Running Bare Mae's Vineyard Red (Applegate Valley),US,Oregon,Applegate Valley,Southern Oregon,Day,2015,Red Blend,red,1,33.0,87.0,88.0,87.0
Fail,Gnarly Head 2015 Cabernet Sauvignon (California),US,California,California,California Other,Gnarly Head,2015,Cabernet Sauvignon,red,1,12.0,85.0,88.0,86.0
Fail,Bougrier 2016 Cuvée V Vieilles Vignes Grande Réserve  (Vouvray),France,Loire Valley,Vouvray,-,Bougrier,2016,Chenin Blanc,white,0,18.0,88.0,88.0,85.0
Fail,Desert Wind 2016 Estate Grown Chardonnay (Wahluke Slope),US,Washington,Wahluke Slope,Columbia Valley,Desert Wind,2016,Chardonnay,white,1,15.0,88.0,88.0,86.0
Fail,La Confrérie de Oisly et Thésée 2016 Les Gourmets Sauvignon Blanc (Touraine),France,Loire Valley,Touraine,-,La Confrérie de Oisly et Thésée,2016,Sauvignon Blanc,white,0,11.0,86.0,87.0,86.0
Fail,Marquis de Goulaine 2016 Les Landelles Sauvignon Blanc (Touraine),France,Loire Valley,Touraine,-,Marquis de Goulaine,2016,Sauvignon Blanc,white,0,12.0,86.0,87.0,86.0
Fail,Pierre-Luc Bouchaud 2016 Sur Lie  (Muscadet Sèvre et Maine),France,Loire Valley,Muscadet Sèvre et Maine,-,Pierre-Luc Bouchaud,2016,Melon,white,0,13.0,88.0,88.0,88.0
Fail,Bougrier 2016 Pure Loire  (Rosé d'Anjou),France,Loire Valley,Rosé d'Anjou,-,Bougrier,2016,Rosé,rose,0,15.0,84.0,87.0,85.0
Fail,Bougrier 2016 Sauvignon Blanc (Touraine),France,Loire Valley,Touraine,-,Bougrier,2016,Sauvignon Blanc,white,0,15.0,86.0,87.0,85.0
Fail,Lieubeau 2016 La Fruitière Chardonnay (Val de Loire),France,Loire Valley,Val de Loire,-,Lieubeau,2016,Chardonnay,white,0,15.0,85.0,88.0,89.0
Fail,Marcel Martin 2016 La Perclaire Sauvignon Blanc (Touraine),France,Loire Valley,Touraine,-,Marcel Martin,2016,Sauvignon Blanc,white,0,,86.0,87.0,85.0
Fail,Sauvion 2016 Loire Valley  (Muscadet Sèvre et Maine),France,Loire Valley,Muscadet Sèvre et Maine,-,Sauvion,2016,Melon,white,0,13.0,88.0,88.0,85.5
Fail,Adega Cooperativa de Borba 2013 Reserva Red (Alentejo),Portugal,Alentejo,-,-,Adega Cooperativa de Borba,2013,Port,,0,18.0,88.0,88.0,87.0
Fail,Blackbird Vineyards 2014 Dissonance Sauvignon Blanc-Semillon (Napa Valley),US,California,Napa Valley,Napa,Blackbird Vineyards,2014,Sauvignon Blanc,white,1,32.0,89.0,87.0,91.0
Fail,Chardenet 2012 Coteau Blanc Chardonnay (Carneros),US,California,Carneros,Napa-Sonoma,Chardenet,2012,Chardonnay,white,1,45.0,89.0,88.0,91.0
Fail,Quinta do Arrobe 2012 Quinto Elemento Reserva Cabernet Sauvignon (Tejo),Portugal,Tejo,-,-,Quinta do Arrobe,2012,Cabernet Sauvignon,red,0,25.0,86.0,88.0,86.5
Fail,Quinta do Pinto 2012 Pinto Merlot-Syrah (Lisboa),Portugal,Lisboa,-,-,Quinta do Pinto,2012,Merlot,red,0,24.0,87.0,87.0,89.5
Fail,S.A. Prüm 2014 Prüm Blue Kabinett Riesling (Mosel),Germany,Mosel,-,-,S.A. Prüm,2014,Riesling,white,0,23.0,90.0,90.0,91.5
Fail,Terras de Alter 2013 Terra d'Alter Siria (Alentejano),Portugal,Alentejano,-,-,Terras de Alter,2013,Siria,white,0,14.0,87.0,88.0,88.0
Fail,1848 Winery 2012 Fifth Generation Chardonnay (Judean Hills),Israel,Judean Hills,-,-,1848 Winery,2012,Chardonnay,white,0,25.0,89.0,88.0,89.0
Fail,Benegas 2011 Luna Benegas Cabernet Sauvignon (Mendoza),Argentina,Mendoza Province,Mendoza,-,Benegas,2011,Cabernet Sauvignon,red,1,13.0,86.0,88.0,87.0
Fail,Braida di Giacomo Bologna 2013 Montebruna  (Barbera d'Asti),Italy,Piedmont,Barbera d'Asti,-,Braida di Giacomo Bologna,2013,Barbera,red,0,23.0,87.0,88.0,92.0
Fail,Caldera 2012 Balmet  (Barbera d'Asti Superiore),Italy,Piedmont,Barbera d'Asti Superiore,-,Caldera,2012,Barbera,red,0,34.0,88.0,88.0,88.0
Fail,Caldera 2012  Barbera d'Asti Superiore,Italy,Piedmont,Barbera d'Asti Superiore,-,Caldera,2012,Barbera,red,0,22.0,88.0,88.0,88.0
Fail,Adega Cooperativa de Borba 2013 Branco Reserva White (Alenteo),Portugal,Alenteo,-,-,Adega Cooperativa de Borba,2013,Port,,0,18.0,88.0,88.0,87.0
Fail,Adega Cooperativa de Borba 2014 Premium Branco White (Alentejo),Portugal,Alentejo,-,-,Adega Cooperativa de Borba,2014,Port,,0,15.0,88.0,88.0,87.0
Fail,Bernardus 2014 Rosé (Santa Lucia Highlands),US,California,Santa Lucia Highlands,Central Coast,Bernardus,2014,Rosé,rose,1,24.0,90.0,87.0,89.0
Fail,Big Table Farm 2013 Chardonnay (Willamette Valley),US,Oregon,Willamette Valley,Willamette Valley,Big Table Farm,2013,Chardonnay,white,1,45.0,89.0,88.0,89.0
Fail,Boasso 2011 Gabutti  (Barolo),Italy,Piedmont,Barolo,-,Boasso,2011,Nebbiolo,red,0,,91.0,90.0,88.0
Pass,Navarro 2014 DrCuvée Traditional Gewürztraminer (Anderson Valley),US,California,Anderson Valley,-,Navarro,2014,Gewürztraminer,white,1,16.0,89.0,88.0,90.0
Pass,Oberon 2013 Cabernet Sauvignon (Napa County),US,California,Napa County,Napa,Oberon,2013,Cabernet Sauvignon,red,1,25.0,86.0,88.0,88.0
Pass,Russiz Superiore 2007 Horus White (Venezia Giulia),Italy,Northeastern Italy,Venezia Giulia,-,Russiz Superiore,2007,White Blend,white,0,,88.0,87.0,89.0
Pass,S. Delafont 2012 Chardonnay (Limoux),France,Languedoc-Roussillon,Limoux,-,S. Delafont,2012,Chardonnay,white,0,30.0,90.0,88.0,88.0
Pass,Sextant 2013 Zinfandel (Central Coast),US,California,Central Coast,Central Coast,Sextant,2013,Zinfandel,red,1,16.0,86.0,88.0,89.0
Pass,Sterling 2012 Platinum Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Sterling,2012,Cabernet Sauvignon,red,1,70.0,89.0,88.0,87.0
Pass,Tenute Salvaterra 2008  Amarone della Valpolicella Classico,Italy,Veneto,Amarone della Valpolicella Classico,-,Tenute Salvaterra,2008,Red Blend,red,0,50.0,90.0,88.0,92.0
Pass,Testarossa 2013 Rincon VIneyard Chardonnay (Arroyo Grande Valley),US,California,Arroyo Grande Valley,Central Coast,Testarossa,2013,Chardonnay,white,1,48.0,90.0,88.0,91.0
Pass,Tin Barn 2012 Cabernet Sauvignon (Sonoma Valley),US,California,Sonoma Valley,Sonoma,Tin Barn,2012,Cabernet Sauvignon,red,1,36.0,88.0,88.0,86.0
Pass,Trump 2008 SP Reserve Brut Sparkling (Monticello),US,Virginia,Monticello,-,Trump,2008,Sparkling Blend,sparkling,1,45.0,87.0,90.0,87.0
Pass,Lachini 2012 La Contrada Red (Red Mountain),US,Washington,Red Mountain,Columbia Valley,Lachini,2012,Bordeaux-style Red Blend,red,1,55.0,90.0,89.0,91.0
Pass,Liberated 2014 Sauvignon Blanc (Sonoma County),US,California,Sonoma County,Sonoma,Liberated,2014,Sauvignon Blanc,white,1,17.0,87.0,87.0,89.5
Pass,Materra Cunat Family Vineyards 2014 Sauvignon Blanc (Oak Knoll District),US,California,Oak Knoll District,Napa,Materra Cunat Family Vineyards,2014,Sauvignon Blanc,white,1,20.0,89.0,87.0,87.0
Pass,Milbrandt 2012 Vineyard Series Reserve Malbec (Wahluke Slope),US,Washington,Wahluke Slope,Columbia Valley,Milbrandt,2012,Malbec,sparkling,1,50.0,88.0,88.0,88.0
Pass,Noble Vines 2014 242 Sauvignon Blanc (San Bernabe),US,California,San Bernabe,Central Coast,Noble Vines,2014,Sauvignon Blanc,white,1,13.0,90.0,87.0,88.0
Pass,Anakena 2012 Ona Special Reserve Cabernet Sauvignon-Syrah-Carmenère Red (Cachapoal Valley),Chile,Cachapoal Valley,-,-,Anakena,2012,Red Blend,red,1,17.0,87.0,88.0,86.0
Pass,August Briggs 2012 Frediani Vineyard Charbono (Calistoga),US,California,Calistoga,Napa,August Briggs,2012,Charbono,red,1,38.0,90.0,88.0,90.0
Pass,Beauregard 2012 Beauregard Ranch Zinfandel (Ben Lomond Mountain),US,California,Ben Lomond Mountain,Central Coast,Beauregard,2012,Zinfandel,red,1,35.0,91.0,88.0,91.0
Pass,Château Ollieux Romanis 2013 Atal Sia Red (Corbières-Boutenac),France,Languedoc-Roussillon,Corbières-Boutenac,-,Château Ollieux Romanis,2013,Red Blend,red,0,40.0,91.0,88.0,89.0
Pass,Corte Giona 2011  Amarone della Valpolicella,Italy,Veneto,Amarone della Valpolicella,-,Corte Giona,2011,Red Blend,red,0,37.0,89.0,88.0,90.0
Pass,Diora 2012 Three Crowns Single Vineyard Red (San Bernabe),US,California,San Bernabe,Central Coast,Diora,2012,Red Blend,red,1,30.0,90.0,88.0,90.0
Pass,Domaine Charles Baur 2013 Cuvée Charles Riesling (Alsace),France,Alsace,Alsace,-,Domaine Charles Baur,2013,Riesling,white,0,19.0,90.0,90.0,91.0
Pass,Georges Vigouroux 2011 Château de Mercuès Cuvée 6666 Malbec (Cahors),France,Southwest France,Cahors,-,Georges Vigouroux,2011,Malbec,sparkling,0,49.0,90.0,88.0,88.0
Pass,Gorman 2012 The F.O.G Malbec (Red Mountain),US,Washington,Red Mountain,Columbia Valley,Gorman,2012,Malbec,sparkling,1,80.0,90.0,88.0,91.0
Pass,Grimaldi Bruna 2010 Camilla  (Barolo),Italy,Piedmont,Barolo,-,Grimaldi Bruna,2010,Nebbiolo,red,0,40.0,91.0,90.0,92.0
Pass,Malat 2013 Das Beste vom Riesling Reserve Riesling (Kremstal),Austria,Kremstal,-,-,Malat,2013,Riesling,white,0,77.0,91.0,90.0,92.5
Pass,Marimar Estate 2012 Dobles Lías Don Miguel Vineyard Unfiltered Chardonnay (Russian River Valley),US,California,Russian River Valley,Sonoma,Marimar Estate,2012,Chardonnay,white,1,45.0,89.0,88.0,91.0
Pass,Nervi 2008 Molsino  (Gattinara),Italy,Piedmont,Gattinara,-,Nervi,2008,Nebbiolo,red,0,80.0,92.0,90.0,92.0
Pass,Rivetto 2009 Briccolina  (Barolo),Italy,Piedmont,Barolo,-,Rivetto,2009,Nebbiolo,red,0,149.0,91.0,90.0,92.0
Pass,Schloss Gobelsburg 2013 Lamm Reserve Grüner Veltliner (Kamptal),Austria,Kamptal,-,-,Schloss Gobelsburg,2013,Grüner Veltliner,white,0,66.0,92.0,90.0,92.0
Pass,Weingut Christ 2013 Bisamberg White (Wiener Gemischter Satz),Austria,Wiener Gemischter Satz,-,-,Weingut Christ,2013,White Blend,white,0,35.0,90.0,87.0,90.0
Pass,Allram 2013 Heiligenstein Reserve Riesling (Kamptal),Austria,Kamptal,-,-,Allram,2013,Riesling,white,0,29.0,92.0,90.0,92.0
Pass,Alzinger 2013 Loibenberg Smaragd Grüner Veltliner (Wachau),Austria,Wachau,-,-,Alzinger,2013,Grüner Veltliner,white,0,64.0,92.0,90.0,93.0
Pass,Bernhard Ott 2013 Stein Grüner Veltliner (Wagram-Donauland),Austria,Wagram-Donauland,-,-,Bernhard Ott,2013,Grüner Veltliner,white,0,62.0,89.0,90.0,92.0
Pass,H. Blin 2009 Quintessence Meunier Blanc de Noirs Extra Brut Pinot Meunier (Champagne),France,Champagne,Champagne,-,H. Blin,2009,Pinot Meunier,sparkling,0,85.0,93.0,88.0,93.0
Pass,Elvio Cogno 2009 Bricco Pernice  (Barolo),Italy,Piedmont,Barolo,-,Elvio Cogno,2009,Nebbiolo,red,0,98.0,91.0,90.0,92.0
Pass,Wakefield 2010 St. Andrews Single Vineyard Release Cabernet Sauvignon (Clare Valley),Australia,South Australia,Clare Valley,-,Wakefield,2010,Cabernet Sauvignon,red,1,60.0,90.0,88.0,89.0
Pass,Château Peyros 2009 Cuvée Greenwich Tannat (Madiran),France,Southwest France,Madiran,-,Château Peyros,2009,Tannat,red,0,40.0,92.0,89.0,92.0
Pass,Doyenne 2013 Roussanne (Red Mountain),US,Washington,Red Mountain,Columbia Valley,Doyenne,2013,Roussanne,white,1,38.0,90.0,89.0,91.0
Pass,Duval-Leroy 2006 Blanc de Blancs Grand Cru Brut Chardonnay (Champagne),France,Champagne,Champagne,-,Duval-Leroy,2006,Chardonnay,white,0,,93.0,88.0,92.5
Pass,Patz & Hall 2008 Hyde Vineyard Chardonnay (Carneros),US,California,Carneros,Napa-Sonoma,Patz & Hall,2008,Chardonnay,white,1,55.0,89.0,88.0,91.0
Pass,Sinclair Estate Vineyards 2007 Merlot (Columbia Valley (WA)),US,Washington,Columbia Valley (WA),Columbia Valley,Sinclair Estate Vineyards,2007,Merlot,red,1,35.0,89.0,87.0,90.5
Pass,Darms Lane 2009 Chardonnay (Oak Knoll District),US,California,Oak Knoll District,Napa,Darms Lane,2009,Chardonnay,white,1,28.0,89.0,88.0,88.0
Pass,Guglielmo 2007 Private Reserve Estate Grown Petite Sirah (Santa Clara Valley),US,California,Santa Clara Valley,Central Coast,Guglielmo,2007,Petite Sirah,red,1,25.0,87.0,88.0,87.5
Pass,Allegrini 2006 La Grola Red (Veronese),Italy,Veneto,Veronese,-,Allegrini,2006,Red Blend,red,0,28.0,89.0,88.0,90.0
Pass,Bennett Lane 2007 Merlot (Napa Valley),US,California,Napa Valley,Napa,Bennett Lane,2007,Merlot,red,1,47.0,89.0,87.0,90.0
Pass,Beresan 2008 Carmenère (Walla Walla Valley (WA)),US,Washington,Walla Walla Valley (WA),Columbia Valley,Beresan,2008,Carmenère,red,1,29.0,90.0,87.0,90.0
Pass,Calcareous 2008 Viognier-Marsanne (Paso Robles),US,California,Paso Robles,Central Coast,Calcareous,2008,Marsanne,white,1,28.0,88.0,88.0,86.0
Pass,Cass 2009 The Rockin' One White (Paso Robles),US,California,Paso Robles,Central Coast,Cass,2009,White Blend,white,1,32.0,88.0,87.0,88.0
Pass,Thorn Clarke 2008 St Kitts Vineyard on Truro Volcanic Soil Malbec (Barossa Valley),Australia,South Australia,Barossa Valley,-,Thorn Clarke,2008,Malbec,sparkling,1,30.0,89.0,88.0,90.5
Pass,Zuccardi 2009 Serie A Bonarda (Mendoza),Argentina,Mendoza Province,Mendoza,-,Zuccardi,2009,Bonarda,red,1,15.0,86.0,87.0,89.0
Pass,Smith-Madrone 2009 Riesling (Spring Mountain District),US,California,Spring Mountain District,Napa,Smith-Madrone,2009,Riesling,white,1,27.0,90.0,90.0,91.0
Pass,Argento 2009 Reserva Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Argento,2009,Malbec,sparkling,1,16.0,86.0,88.0,86.0
Pass,Château Ollieux Romanis 2008 Cuvée Prestige White (Corbières),France,Languedoc-Roussillon,Corbières,-,Château Ollieux Romanis,2008,White Blend,white,0,29.0,87.0,87.0,89.0
Pass,Coriole 2008 Sangiovese - Shiraz Red (McLaren Vale),Australia,South Australia,McLaren Vale,-,Coriole,2008,Red Blend,red,1,16.0,88.0,88.0,87.0
Pass,Don Manuel Villafañe 2010 Torrontés (La Rioja),Argentina,Other,La Rioja,-,Don Manuel Villafañe,2010,Torrontés,white,1,12.0,85.0,86.0,90.5
Pass,Dry Creek Vineyard 2007 Cabernet Sauvignon (Dry Creek Valley),US,California,Dry Creek Valley,Sonoma,Dry Creek Vineyard,2007,Cabernet Sauvignon,red,1,25.0,88.0,88.0,90.0
Pass,Freemark Abbey 2006 Sycamore Vineyard Cabernet Sauvignon (Rutherford),US,California,Rutherford,Napa,Freemark Abbey,2006,Cabernet Sauvignon,red,1,70.0,91.0,88.0,91.0
Pass,Antigal 2008 Uno Malbec (Mendoza),Argentina,Mendoza Province,Mendoza,-,Antigal,2008,Malbec,sparkling,1,20.0,86.0,88.0,90.0
Pass,La Chablisienne 2008 Côte de Léchet Premier Cru  (Chablis),France,Burgundy,Chablis,-,La Chablisienne,2008,Chardonnay,white,0,31.0,91.0,88.0,91.0
Pass,Langmeil 2014 Blacksmith Cabernet Sauvignon (Barossa),Australia,South Australia,Barossa,-,Langmeil,2014,Cabernet Sauvignon,red,1,31.0,89.0,88.0,91.0
Pass,Le Potazzine 2015  Rosso di Montalcino,Italy,Tuscany,Rosso di Montalcino,-,Le Potazzine,2015,Sangiovese,red,0,35.0,87.0,89.0,92.0
Pass,Willamette Valley Vineyards 2015 Bernau Block Chardonnay (Willamette Valley),US,Oregon,Willamette Valley,Willamette Valley,Willamette Valley Vineyards,2015,Chardonnay,white,1,45.0,89.0,88.0,88.0
Pass,Allimant-Laugner 2015 Praelatenberg Grand Cru Riesling (Alsace),France,Alsace,Alsace,-,Allimant-Laugner,2015,Riesling,white,0,25.0,90.0,90.0,89.0
Pass,Torbreck 2013 Descendant Shiraz-Viognier (Barossa Valley),Australia,South Australia,Barossa Valley,-,Torbreck,2013,Viognier,white,1,125.0,89.0,88.0,90.5
Pass,Henschke 2015 Julius Riesling (Eden Valley),Australia,South Australia,Eden Valley,-,Henschke,2015,Riesling,white,1,43.0,89.5,90.0,90.0
Pass,Marques de Griñon 2011 Single Vineyard Estate Bottled Graciano (Dominio de Valdepusa),Spain,Central Spain,Dominio de Valdepusa,-,Marques de Griñon,2011,Graciano,red,0,50.0,91.5,89.0,91.0
Pass,Mollydooker 2014 Gigglepot Cabernet Sauvignon (McLaren Vale),Australia,South Australia,McLaren Vale,-,Mollydooker,2014,Cabernet Sauvignon,red,1,49.0,88.0,88.0,89.0
Pass,Joseph Cellars 2012 Cellar Select Blend Cabernet Sauvignon (Napa Valley),US,California,Napa Valley,Napa,Joseph Cellars,2012,Cabernet Sauvignon,red,1,65.0,89.0,88.0,88.0
Pass,Agustí Torelló Mata 2008 Magnum Gran Reserva Brut Nature Sparkling (Cava),Spain,Catalonia,Cava,-,Agustí Torelló Mata,2008,Sparkling Blend,sparkling,0,150.0,89.0,90.0,90.0
Pass,Cantina del Giusto 2013 San Claudio II  (Vino Nobile di Montepulciano),Italy,Tuscany,Vino Nobile di Montepulciano,-,Cantina del Giusto,2013,Red Blend,red,0,23.0,89.0,88.0,90.0
Pass,Casisano Tommasi 2012  Brunello di Montalcino,Italy,Tuscany,Brunello di Montalcino,-,Casisano Tommasi,2012,Sangiovese,red,0,58.0,90.0,89.0,91.5
Pass,Château Bel-Air Ouÿ 2014  Saint-Émilion,France,Bordeaux,Saint-Émilion,-,Château Bel-Air Ouÿ,2014,Bordeaux-style Red Blend,red,0,35.0,91.0,89.0,91.0
Pass,Château du Breuil 2014  Haut-Médoc,France,Bordeaux,Haut-Médoc,-,Château du Breuil,2014,Bordeaux-style Red Blend,red,0,17.0,89.0,89.0,92.0
Pass,Château Fayat 2014  Pomerol,France,Bordeaux,Pomerol,-,Château Fayat,2014,Merlot,red,0,65.0,91.0,87.0,92.0
Fail,Pietro Beconcini 2011 Reciso Sangiovese (Toscana),Italy,Tuscany,Toscana,-,Pietro Beconcini,2011,Sangiovese,red,0,37.0,89.0,89.0,88.0
Fail,Pietro Beconcini 2012 Maurleo Red (Toscana),Italy,Tuscany,Toscana,-,Pietro Beconcini,2012,Red Blend,red,0,19.0,89.0,88.0,88.0
Fail,Poggio al Tesoro 2012 Mediterra Red (Toscana),Italy,Tuscany,Toscana,-,Poggio al Tesoro,2012,Red Blend,red,0,20.0,89.0,88.0,90.5
Fail,Rainstorm 2014 Silver Linings Pinot Noir Rosé (Oregon),US,Oregon,Oregon,Oregon Other,Rainstorm,2014,Rosé,rose,1,18.0,88.0,87.0,88.0
Fail,Rubus 2013 Old Vines Zinfandel (Lodi),US,California,Lodi,Central Valley,Rubus,2013,Zinfandel,red,1,19.0,87.0,88.0,86.0
Fail,Adega Cooperativa do Cartaxo 2012 Bridão Classico Red (Tejo),Portugal,Tejo,-,-,Adega Cooperativa do Cartaxo,2012,Port,,0,8.0,86.0,88.0,86.0
