class,sex,age,service,stop,npay,avg_bill,A_bill,B_bill,termination
E,M,53.0,1,N,N,13121.2666,330.2001,7872.75996,N
E,F,51.0,1,N,N,13181.6,1977.24,6000.84,N
E,M,50.0,1,N,N,14025.5334,2103.83001,4501.0,N
C,F,62.0,1,N,N,1504.5,1325.0001,0.0,N
H,M,56.0,2,N,Y,12319.1667,1847.875005,9091.2,N
H,M,15.0,1,N,N,11087.6403,0.0,10079.673,N
D,M,70.0,1,N,N,4235.7334,0.0,4037.7334,N
E,F,58.0,1,N,N,6200.0,0.0,6002.0,N
G,M,39.0,1,N,N,14744.01566,0.0,13403.6506,N
D,F,59.0,1,N,N,6861.7334,0.0,6589.0666,N
G,M,27.0,1,N,N,12450.79,0.0,11318.9,N
C,M,83.0,1,N,N,1405.4001,1215.9999,0.0,N
E,F,46.0,2,N,N,10853.6,1628.04,6427.2,N
D,M,60.0,1,N,N,5240.0,0.0,4965.364,N
F,F,35.0,1,N,N,21656.14374,0.0,19687.4034,N
E,F,20.0,1,N,N,9107.2,0.0,8909.2,N
C,M,53.0,1,N,N,1842.8001,1697.0001,0.0,N
E,M,55.0,2,N,N,10455.6,1722.9999,3838.6,N
G,M,69.0,2,N,N,15190.7334,2278.61001,11717.9252,N
E,F,55.0,1,N,N,6280.0,0.0,6082.0,N
G,M,30.0,1,N,N,14022.2,2103.33,8710.4,N
G,M,68.0,2,N,N,15457.0,2318.55,12083.3334,N
D,F,48.0,1,N,N,11465.289,0.0,10422.99,N
E,M,62.0,0,N,N,7892.8,2367.84,4735.68,Y
G,M,38.0,1,N,N,14513.3334,2177.00001,7982.0,N
G,F,23.0,1,N,N,13337.9334,2000.69001,8262.2666,N
D,F,51.0,1,N,N,4767.2,0.0,4569.2,N
E,M,49.0,1,N,N,17220.0,2583.0,8821.0,N
G,M,35.0,1,N,N,19969.2,2995.38,8409.2,N
E,M,79.0,2,N,N,10053.4,2535.7998,6032.04,N
D,M,57.0,4,N,N,8238.7334,6586.3334,0.0,N
C,M,53.0,1,Y,N,300.0,90.0,180.0,Y
E,M,31.0,0,N,Y,8616.3334,2584.90002,5169.80004,Y
D,F,72.0,1,N,N,8338.7334,1250.81001,5282.0666,N
G,M,23.0,1,N,N,10507.2,0.0,10309.2,N
E,M,75.0,2,N,N,8613.1334,1637.4,3601.0,N
E,F,55.0,3,N,N,14644.3667,2674.0,7251.1734,N
C,M,81.0,2,N,N,2406.0666,2332.3332,0.0,N
D,F,40.0,1,N,N,13736.0666,2060.40999,6098.4366,N
D,F,8.0,1,N,N,3936.4,0.0,3378.4,N
E,F,52.0,1,N,N,11261.4666,1689.21999,5454.0666,N
G,M,46.0,2,N,N,12065.8,330.0,5880.8,N
G,F,28.0,3,N,N,11582.1667,0.0,10691.6,N
G,M,26.0,1,N,N,17533.6,2630.04,12594.32,N
D,F,69.0,2,N,N,6032.9334,2187.0,2118.2001,N
C,F,41.0,1,N,Y,2268.6999,2163.0,0.0,N
D,M,32.0,0,N,N,6071.0,1821.3,3642.6,Y
D,M,65.0,2,N,Y,5958.6,2752.9334,0.0,N
E,F,47.0,1,N,Y,31616.6667,1648.4526,10291.1174,N
F,M,60.0,2,N,Y,10734.2667,2179.5999,6440.56002,N
G,F,21.0,1,N,N,23106.9333,0.0,19058.86,N
F,F,49.0,1,N,N,16678.03126,8965.8466,6196.0,N
D,F,46.0,1,N,N,8824.6,1323.69,2002.0,N
D,F,16.0,1,N,N,6925.4,1038.81,4795.2666,N
D,F,80.0,1,N,N,3419.4,0.0,3221.4,N
G,F,26.0,1,N,N,16728.8,2509.32,9258.3334,N
G,F,30.0,1,N,N,12867.2667,1930.090005,9410.8,N
D,M,72.0,1,N,N,11176.0,2012.4549,3869.4666,N
C,M,77.0,1,N,N,2613.6999,2544.9999,0.0,N
E,M,35.0,0,N,N,8526.0666,1278.90999,2652.0582,N
D,M,40.0,0,N,N,9816.8666,2945.05998,5890.11996,Y
G,F,26.0,1,N,N,16958.8,2543.82,6273.2,N
D,M,47.0,0,N,N,4160.0,1248.0,2496.0,Y
D,M,16.0,1,N,N,13310.8,1996.62,3774.7,N
E,F,64.0,2,N,N,8684.7334,809.0001,7002.0,N
D,M,58.0,1,N,N,6015.0,1263.0,3609.0,N
F,M,59.0,1,N,N,9107.2,0.0,8909.2,N
F,M,45.0,1,N,N,13560.0,2034.0,8656.28,N
E,M,65.0,2,N,N,8942.8666,978.0,4601.5334,N
F,F,32.0,1,N,N,17814.4,2672.16,10815.884,N
D,F,70.0,1,N,N,12290.0,1843.5,6783.4,N
E,F,59.0,2,Y,N,9368.6666,1405.29999,6091.1334,N
G,M,72.0,3,N,N,9029.0666,729.0,5020.2,N
D,F,51.0,1,N,Y,15504.8,2325.72,5900.274,N
D,M,69.0,1,N,N,3624.2666,0.0,3405.7334,N
D,M,36.0,0,N,N,6930.8,2079.24,4158.48,Y
C,M,85.0,1,N,N,1533.6999,1356.9999,0.0,N
C,F,85.0,1,N,N,1203.6,993.9999,0.0,N
E,F,55.0,2,N,N,7441.8,2115.0,2002.0,N
D,M,47.0,1,N,N,5800.0,1320.0,3480.0,N
D,M,75.0,2,N,N,6157.4666,995.1999,3000.6,N
G,F,29.0,1,N,N,19233.3334,2885.00001,6800.8,N
E,M,56.0,0,N,N,15720.6666,4716.19998,9432.39996,Y
G,F,49.0,1,N,Y,14318.4667,0.0,13873.4,N
G,F,33.0,1,N,N,12213.1,1831.965,7914.6666,N
C,F,78.0,1,N,N,2861.0001,2808.5001,0.0,N
D,M,14.0,1,N,N,5352.7334,0.0,5154.7334,N
D,M,49.0,1,N,N,6223.0,1769.7,3733.8,N
C,F,84.0,1,N,N,1942.7001,1806.9999,0.0,N
D,F,14.0,1,N,N,5900.0,0.0,5202.0,N
G,M,16.0,1,N,N,9318.07118,0.0,8470.9738,N
E,F,22.0,1,N,N,15460.5334,2319.08001,8270.6666,N
D,F,41.0,2,N,Y,13685.3,2052.795,10892.0822,N
C,M,51.0,1,N,N,2656.86674,2415.3334,0.0,N
E,M,22.0,1,N,N,9167.2,0.0,8909.8,N
G,F,56.0,1,N,N,15047.4333,0.0,13732.4666,N
D,M,33.0,1,N,N,16127.2,2419.08,5710.4,N
C,F,60.0,1,N,Y,2572.24011,2338.4001,0.0,N
D,F,13.0,1,N,Y,4017.2666,0.0,3801.6666,N
F,M,62.0,1,N,N,13816.4667,2072.470005,7220.2746,N
D,M,68.0,0,N,N,4129.0,1238.7,2477.4,Y
G,F,28.0,1,N,N,19016.6,2852.49,8713.2334,N
D,F,31.0,2,N,Y,6769.0,2030.7,4061.4,Y
E,F,20.0,1,N,N,8056.4,0.0,7858.4,N
C,F,70.0,1,N,N,300.0,90.0,180.0,Y
D,F,19.0,1,N,N,17528.0,2629.2,3881.0,N
G,F,54.0,1,N,Y,13429.0,0.0,12846.5334,N
C,M,42.0,1,N,Y,1169.1,175.365,872.1,N
E,F,47.0,1,N,N,15125.7334,2268.86001,5576.9334,N
G,F,38.0,2,N,N,18856.0,2828.4,14761.8,N
E,M,36.0,1,N,N,6080.0,0.0,5882.0,N
C,F,79.0,1,N,N,2099.7999,1980.0,0.0,N
D,F,72.0,1,N,N,8216.6666,1232.49999,2250.9,N
D,F,24.0,1,N,N,5811.5334,1309.5,3486.92004,N
D,M,62.0,0,N,N,4939.8,1481.94,2963.88,Y
F,M,28.0,1,N,Y,27569.7667,4135.465005,13781.5334,N
G,F,29.0,1,N,N,9507.2,0.0,8809.2,N
C,F,80.0,1,N,N,3072.3,0.0,2793.0,N
G,M,25.0,1,N,N,8605.0,0.0,7532.2102,N
D,M,65.0,2,N,N,6022.9334,326.0001,5601.8,N
C,M,56.0,1,N,N,1400.7999,1211.0001,0.0,N
C,M,87.0,1,N,N,1772.9001,1620.0,0.0,N
D,F,77.0,1,N,N,5289.7334,883.2999,3173.84004,N
G,F,54.0,1,N,N,5882.1334,0.0,5640.8,N
F,F,56.0,2,N,N,10941.5,326.0001,5833.1916,N
G,M,56.0,2,N,Y,13759.4667,1854.3,6909.7284,N
G,F,30.0,1,N,N,11499.1333,0.0,10346.4666,N
D,F,43.0,1,N,N,8254.8,1238.22,3634.6,N
C,F,42.0,1,N,N,1162.8,948.9999,0.0,N
D,M,81.0,1,N,N,7760.0,0.0,7562.0,N
C,M,9.0,1,N,N,10032.6666,1504.89999,2102.9001,N
D,M,70.0,1,N,N,5946.0666,1865.6001,0.0,N
D,F,43.0,1,N,N,3840.0,0.0,3302.0,N
D,F,52.0,1,N,Y,5289.6666,0.0,5087.2334,N
D,M,62.0,1,N,N,8192.9334,1228.94001,6250.4666,N
G,M,33.0,1,N,Y,27886.6,4182.99,10756.3334,N
G,M,33.0,1,N,N,16001.7,0.0,14547.0,N
F,F,23.0,1,N,N,19423.8,2913.57,6444.2,N
G,M,40.0,1,N,N,17563.55326,0.0,15966.8666,N
C,M,28.0,1,N,N,300.0,90.0,180.0,Y
C,M,89.0,1,N,N,2595.5001,2503.5999,0.0,N
G,M,48.0,2,N,Y,23361.9333,3504.289995,10147.1667,N
D,M,14.0,1,N,Y,13592.4,2038.86,3498.4,N
G,F,28.0,1,N,N,15012.8,2251.92,11884.0684,N
C,M,27.0,2,N,N,300.0,90.0,180.0,Y
F,M,53.0,2,N,N,19523.5334,278.7,7707.8,N
G,M,23.0,1,N,N,16513.0667,2476.960005,8627.8666,N
E,M,67.0,1,N,Y,9113.8666,0.0,8911.4334,N
G,F,23.0,1,N,N,14468.1334,2170.22001,8724.4758,N
C,M,32.0,0,N,N,8600.0,2580.0,5160.0,Y
G,F,49.0,1,N,N,23478.0,3521.7,18336.0634,N
C,M,83.0,1,N,N,1635.5001,1469.0001,0.0,N
C,M,29.0,0,N,N,3200.0,960.0,1920.0,Y
G,M,21.0,1,N,N,20016.0,3002.4,14239.3658,N
G,F,26.0,1,N,Y,19104.2333,2865.634995,9743.6666,N
G,M,44.0,3,N,N,14778.4333,2286.5334,8952.32,N
D,M,45.0,1,N,N,14872.0,2230.8,10000.4,N
C,F,84.0,2,N,Y,738.0,221.4,442.8,Y
F,M,24.0,1,N,N,12220.0,0.0,11982.0,N
C,M,50.0,1,N,N,3416.4,0.0,3218.4,N
H,F,25.0,1,N,Y,20286.8333,3043.024995,8016.2666,N
H,M,32.0,2,N,N,15796.7,2369.505,8361.0,N
G,M,55.0,1,N,N,18717.5667,2807.635005,8422.2746,N
D,M,63.0,1,N,N,6200.0,0.0,6002.0,N
D,F,72.0,1,N,N,4292.8,0.0,4094.8,N
E,M,60.0,1,N,N,9094.0,1364.1,6182.2,N
C,F,79.0,0,N,N,2970.8,891.24,1782.48,Y
C,M,77.0,1,N,N,1248.2001,1043.0001,0.0,N
G,M,26.0,1,N,N,10419.4667,1562.920005,8091.1534,N
G,F,17.0,1,N,N,14001.8,2100.27,10816.3812,N
G,M,40.0,1,N,Y,19758.4,2963.76,7756.2,N
D,M,35.0,1,N,N,6300.0,0.0,6102.0,N
G,M,48.0,2,N,N,16550.27011,700.1001,14345.6,N
D,F,62.0,1,N,N,6972.7334,1045.91001,4501.8666,N
C,M,78.0,1,N,N,1197.2001,987.0,0.0,N
F,M,63.0,1,N,N,20360.0333,3054.004995,11505.984,N
G,F,73.0,2,N,N,11601.8,326.7,6514.5,N
C,F,49.0,0,N,N,2563.3334,769.00002,1538.00004,Y
C,M,62.0,2,N,N,4191.6,3083.9332,0.0,N
D,F,52.0,1,N,N,6827.6666,1024.14999,4836.4,N
C,F,63.0,0,N,N,3776.2,1132.86,2265.72,Y
C,M,24.0,1,N,N,300.0,90.0,180.0,Y
C,M,76.0,1,N,N,2144.7,2028.9999,0.0,N
D,F,63.0,1,N,N,5460.0,0.0,5262.0,N
C,F,73.0,1,N,N,3196.27011,0.0,2905.7001,N
E,F,47.0,2,N,N,8324.2,4278.0,0.0,N
D,F,69.0,1,N,N,6180.0,0.0,5982.0,N
H,F,52.0,2,N,N,12158.5333,0.0,10064.7334,N
E,M,62.0,3,N,N,9511.2666,2754.8,4455.6666,N
G,M,21.0,1,N,N,18068.5667,2710.285005,11535.3048,N
C,M,71.0,1,N,N,1190.7,980.0001,0.0,N
D,F,7.0,1,N,N,2784.0,0.0,2403.0,N
C,F,51.0,1,N,N,2162.7999,2049.0,0.0,N
D,F,11.0,1,N,N,3929.3334,589.40001,2702.0,N
G,F,32.0,1,N,N,14506.47594,0.0,13187.7054,N
G,M,46.0,5,N,N,26687.5136,4296.0,19965.376,N
G,F,50.0,1,N,N,18787.0666,2818.05999,9748.7386,N
C,M,80.0,1,N,N,2130.9,2013.9999,0.0,N
E,F,59.0,0,N,N,12956.4,3886.92,7773.84,Y
C,M,60.0,1,N,N,1188.6,977.7,0.0,N
C,M,71.0,1,N,N,2288.1,2187.0,0.0,N
G,F,16.0,1,N,N,11168.8666,0.0,9146.5666,N
G,F,49.0,2,N,N,10982.3334,330.0,5504.3334,N
C,M,49.0,1,N,N,2201.7999,2091.9999,0.0,N
G,M,33.0,1,N,N,14845.6,0.0,14647.6,N
E,M,50.0,1,N,N,19539.0666,2930.85999,11380.4334,N
G,F,44.0,2,N,N,15545.3334,2331.80001,10940.5334,N
E,M,66.0,0,N,N,8445.4,2533.62,5067.24,Y
E,F,49.0,1,N,N,15246.6,2286.99,6204.6746,N
D,F,17.0,1,N,N,6180.0,0.0,5982.0,N
C,M,57.0,1,N,N,1843.8,1698.0,0.0,N
C,M,67.0,1,N,N,2939.0001,2532.6999,0.0,N
G,M,36.0,2,N,N,17190.61685,2078.0001,13549.8334,N
G,M,33.0,1,N,N,14144.6,2121.69,8410.4,N
C,F,60.0,1,N,N,2479.1001,2397.0,0.0,N
G,F,24.0,2,N,Y,15401.4,2310.21,8013.0666,N
G,F,70.0,1,N,N,8287.2,0.0,8089.2,N
C,M,29.0,0,N,N,7000.0,2100.0,4200.0,Y
C,F,73.0,2,N,N,5582.9334,2097.0,2847.8,N
G,M,54.0,1,N,N,14460.6,2169.09,8796.2,N
G,M,58.0,1,N,N,19071.6666,2860.74999,4579.6,N
D,M,69.0,2,N,N,5262.2,2321.0,1727.4,N
D,F,26.0,1,N,N,16035.9334,2405.39001,5576.7,N
E,M,53.0,2,N,N,8349.6,3520.6666,0.0,N
D,M,74.0,2,N,N,8840.0666,1737.0,6634.5334,N
G,M,31.0,1,N,N,14308.0,2146.2,7081.6,N
E,M,27.0,1,N,N,6292.1334,0.0,6088.4334,N
G,F,39.0,1,N,N,12743.6,0.0,12545.6,N
D,F,46.0,1,N,N,12979.3334,1946.90001,6382.6334,N
F,F,26.0,1,N,N,17477.0,2621.55,7651.4,N
C,M,37.0,3,N,N,6234.5334,2046.4,0.0,N
D,F,51.0,0,N,N,6122.4666,1836.73998,3673.47996,Y
G,M,58.0,1,N,N,10835.4,1625.31,7564.6,N
E,F,69.0,1,N,N,4580.0,0.0,4382.0,N
D,F,51.0,0,N,N,5777.5334,1733.26002,3466.52004,Y
E,M,65.0,1,N,N,10848.0666,1627.20999,2534.3334,N
F,F,39.0,1,N,Y,10155.2,0.0,9189.5666,N
E,F,45.0,1,N,N,7200.0,0.0,7002.0,N
G,M,34.0,1,N,N,18174.0666,2726.10999,9120.3476,N
E,F,50.0,1,N,N,9170.0,1375.5,5120.4,N
C,F,63.0,1,N,N,8060.0,1131.6,4836.0,N
G,F,29.0,1,N,N,13970.8,0.0,13312.8,N
D,F,58.0,1,N,N,6505.4,275.7999,3903.24,N
E,F,59.0,1,N,N,5186.6666,0.0,4984.2334,N
C,F,12.0,1,N,N,10007.3334,3002.20002,6004.40004,Y
C,M,41.0,0,Y,Y,3657.0666,1097.11998,2194.23996,Y
C,M,9.0,1,N,N,2300.0,0.0,2102.0,N
G,F,19.0,1,N,Y,11754.3,0.0,11176.6,N
D,F,79.0,1,N,N,2200.0,0.0,2002.0,N
F,M,20.0,1,N,N,18825.1334,2823.77001,3118.4298,N
F,M,58.0,1,N,N,16949.6666,2542.44999,5955.6,N
F,M,57.0,1,N,N,10828.5,1624.275,5450.0,N
G,M,22.0,1,N,N,19283.0,2892.45,11635.0,N
C,M,88.0,1,N,N,1269.0999,1065.9999,0.0,N
F,M,42.0,1,N,N,16355.4,2453.31,6906.764,N
D,M,14.0,1,N,N,7524.0,1128.6,5980.6,N
C,F,62.0,1,N,Y,2871.0,2610.0,0.0,N
D,F,61.0,1,N,Y,7201.7334,992.7,4321.04004,N
C,F,35.0,0,N,N,8101.8,2430.54,4861.08,Y
D,M,46.0,0,N,N,5498.2,0.0,5270.2,N
C,F,49.0,1,N,N,2141.1,2025.0,0.0,N
D,F,35.0,1,N,N,17958.4666,2693.76999,6946.953,N
G,M,46.0,1,N,N,13946.2667,2091.940005,8466.984,N
G,M,31.0,1,N,Y,62542.1333,9381.319995,13674.5906,N
C,M,44.0,1,N,N,2817.3,2750.7,0.0,N
G,F,23.0,1,N,N,17744.1334,2661.62001,9200.5334,N
E,M,67.0,2,N,N,7659.04326,2760.9,4201.8666,N
E,F,46.0,1,N,Y,12389.5334,1858.43001,2570.3001,N
E,F,19.0,1,N,N,10007.2,0.0,9809.2,N
E,M,43.0,1,N,N,9932.0,1489.8,6683.6,N
E,F,48.0,2,N,N,12569.6,815.7,5992.0,N
F,M,36.0,1,N,N,10513.3,0.0,9982.0,N
G,M,42.0,2,N,N,11996.2667,1799.440005,9169.8,N
C,M,26.0,0,N,N,12645.4,3793.62,7587.24,Y
E,M,68.0,3,N,Y,16191.6666,3149.0,7901.0,N
D,F,11.0,0,N,N,6902.4666,1035.36999,4602.6,N
G,M,21.0,1,N,N,13273.6,0.0,10911.0,N
E,M,69.0,1,N,N,4852.1334,0.0,4500.8666,N
G,M,25.0,1,N,N,7772.6666,0.0,7574.6666,N
G,F,47.0,1,N,N,15577.2,2336.58,8609.4,N
C,F,37.0,1,N,N,300.0,90.0,180.0,Y
D,F,60.0,1,N,N,7302.0,0.0,6001.5334,N
F,F,39.0,2,N,N,19510.8666,2926.62999,4207.0,N
F,M,27.0,1,N,N,12064.1334,0.0,10899.8566,N
D,F,76.0,2,N,N,4654.68685,2311.3334,1920.2001,N
E,M,15.0,1,N,N,5760.0,0.0,5557.5666,N
D,M,22.0,1,N,N,7245.4,0.0,6914.92,N
D,M,44.0,1,N,N,4700.0,0.0,4502.0,N
C,F,81.0,1,N,N,300.0,90.0,180.0,Y
D,F,58.0,0,N,N,9477.6,2843.28,5686.56,Y
E,F,62.0,1,N,N,10484.1334,3452.3334,0.0,N
D,M,45.0,1,N,N,14063.8666,2109.57999,5002.0666,N
G,M,28.0,1,N,N,20006.9667,3001.045005,8883.7334,N
C,M,69.0,1,N,N,1636.5,1470.0,0.0,N
D,F,43.0,1,N,N,5085.6,1791.0,0.0,N
C,M,61.0,1,N,N,1948.2,1812.9999,0.0,N
E,F,30.0,0,N,N,8663.1334,0.0,8465.0666,N
D,M,44.0,0,N,N,4302.4,1301.5236,0.0,N
G,M,40.0,1,N,N,14652.2783,0.0,13320.253,N
C,F,72.0,1,N,N,3331.4666,0.0,3133.4666,N
C,M,44.0,1,N,Y,2414.6666,0.0,2202.0,N
E,F,37.0,1,N,Y,23208.3333,3481.249995,11885.025,N
G,F,51.0,4,N,N,19981.8,5685.6666,4602.0,N
D,M,61.0,1,N,N,7913.9334,1727.1999,4748.36004,N
G,M,22.0,3,N,N,17541.86874,0.0,15947.1534,N
D,M,80.0,1,N,N,8518.0,1277.7,4102.0,N
C,F,70.0,1,N,N,1445.4999,1260.0,0.0,N
G,M,27.0,2,N,Y,12350.8,0.0,11746.2206,N
E,M,53.0,1,N,N,6200.0,0.0,6002.0,N
E,M,45.0,2,N,N,8967.8666,4248.5334,0.0,N
G,M,42.0,1,N,N,11257.4,1688.61,7991.4666,N
E,M,47.0,0,N,N,11672.1334,3501.64002,7003.28004,Y
D,F,71.0,1,N,Y,4152.0,0.0,3902.0,N
G,F,38.0,2,N,N,13183.3333,0.0,12591.7534,N
C,M,81.0,1,N,N,2612.7,2214.0,0.0,N
G,F,70.0,2,N,Y,14114.2667,0.0,12168.6666,N
F,F,52.0,4,N,Y,17995.9334,1049.1999,4001.6666,N
D,F,37.0,1,N,N,5345.4,0.0,5147.4,N
D,M,37.0,2,N,N,13316.2,1997.43,7352.489,N
C,M,94.0,1,N,Y,3897.15326,3542.8666,0.0,N
D,M,64.0,1,N,N,7562.0,1134.3,6000.4,N
E,M,46.0,2,N,N,10481.89989,2526.9999,7002.0,N
G,F,37.0,1,N,N,16206.0,0.0,14545.5036,N
G,M,43.0,1,N,N,12740.4667,1911.070005,7149.8,N
G,F,41.0,1,N,Y,12892.9334,0.0,12646.0,N
G,M,36.0,2,N,N,7180.0,0.0,6905.364,N
C,M,83.0,1,N,N,2091.6999,1968.0999,0.0,N
F,M,58.0,1,N,N,19512.0,2926.8,9780.2,N
C,M,61.0,2,N,N,3102.73326,2820.6666,0.0,N
G,F,24.0,2,N,N,37725.8667,5658.880005,10150.0178,N
D,F,77.0,1,N,N,2181.2,0.0,2045.1,N
C,F,76.0,1,N,N,2551.5334,0.0,2353.5334,N
D,M,37.0,1,N,N,4400.0,0.0,4202.0,N
C,M,75.0,1,N,N,2046.3999,1362.5001,0.0,N
D,F,70.0,1,N,N,9743.8,1461.57,4001.2452,N
C,M,67.0,1,N,N,1302.0999,1102.2999,0.0,N
G,F,24.0,1,N,N,13842.0,2076.3,6656.1006,N
G,M,37.0,1,N,N,28483.3333,4272.499995,11875.4894,N
D,F,55.0,0,N,N,6621.8,0.0,6394.8666,N
D,M,40.0,1,N,N,12040.0,1806.0,6863.0666,N
G,F,49.0,1,N,N,12110.70674,0.0,11009.7334,N
G,M,63.0,1,N,N,8491.9334,1273.79001,6683.2,N
C,F,94.0,1,N,N,2450.7999,2366.0001,0.0,N
D,M,19.0,1,N,N,10361.0,1554.15,4631.6,N
E,M,30.0,1,N,Y,30075.6667,4511.350005,8594.1414,N
G,M,36.0,2,N,N,16053.2,2407.98,9409.6,N
F,M,48.0,2,N,N,12509.3334,333.9999,4728.0,N
G,F,34.0,1,N,N,18628.0,2794.2,6061.2,N
C,M,37.0,2,N,N,2455.2,2232.0,0.0,N
G,M,38.0,1,N,N,16480.0,0.0,15852.884,N
G,M,32.0,1,N,Y,12797.7333,1919.659995,7630.4666,N
C,M,77.0,1,N,N,2729.9001,2673.0,0.0,N
D,M,25.0,1,N,N,18880.9334,2832.14001,14409.68,N
C,M,84.0,1,N,N,1416.3999,1220.1999,0.0,N
G,M,49.0,1,N,N,14419.7,2162.955,6946.0334,N
E,F,46.0,2,N,N,16864.0666,2529.60999,9927.6,N
G,F,46.0,1,N,N,14344.7,0.0,13040.208,N
C,M,56.0,1,N,N,300.0,90.0,180.0,Y
D,M,71.0,1,N,N,4029.0,1346.1999,0.0,N
F,F,24.0,1,N,N,15242.5334,2286.38001,9097.6746,N
G,F,41.0,3,N,N,18953.5333,4394.0668,10389.181,N
C,F,79.0,1,N,N,3082.93326,2802.6666,0.0,N
C,F,67.0,2,N,N,3318.37011,1372.8,1643.9001,N
G,F,72.0,3,N,N,10791.4,1206.0,5446.6666,N
D,M,43.0,1,N,Y,8329.0,285.0,4997.4,N
E,M,64.0,1,N,N,9107.2,0.0,8909.2,N
G,F,60.0,2,N,N,18038.6666,2705.79999,7263.9334,N
D,M,37.0,0,N,N,7287.8666,2186.35998,4372.71996,Y
D,F,18.0,1,N,N,12920.0,1938.0,6002.0,N
D,F,43.0,1,N,N,5485.4666,0.0,5287.4666,N
D,F,12.0,1,N,N,1663.5,0.0,1366.5,N
D,F,15.0,0,N,N,3865.4666,0.0,3667.4666,N
G,F,40.0,1,N,N,18902.6,2835.39,8649.4,N
C,F,80.0,1,N,N,1539.0,1277.3001,0.0,N
E,M,55.0,3,N,N,9359.4,3800.0666,0.0,N
D,F,60.0,1,N,N,4310.2666,0.0,4107.8334,N
C,F,94.0,1,Y,N,300.0,90.0,180.0,Y
D,F,49.0,1,N,N,6930.8,324.6,4158.48,N
G,M,72.0,1,N,N,17324.8666,2598.72999,3006.0666,N
G,M,44.0,2,N,N,12387.3,589.5,3803.6666,N
G,M,19.0,1,N,Y,14762.6,2214.39,11154.9334,N
D,F,80.0,1,N,N,2973.3,0.0,2703.0,N
C,F,77.0,1,N,N,4838.0,725.7,2850.6,N
D,F,71.0,1,N,N,2973.3,0.0,2703.0,N
D,F,11.0,1,N,N,7557.9334,1133.69001,3802.5334,N
H,F,29.0,2,N,N,17312.515,0.0,15738.65,N
H,M,62.0,3,N,N,12290.2333,281.4999,5734.3666,N
C,M,21.0,1,N,N,300.0,90.0,180.0,Y
C,F,26.0,0,N,N,11978.4667,3593.54001,7187.08002,Y
C,F,75.0,1,N,N,2295.3999,2195.0001,0.0,N
G,M,65.0,3,N,N,16892.6666,573.6999,3768.5,N
G,F,31.0,2,N,N,14082.6,0.0,12868.0,N
G,F,22.0,2,N,N,39062.9333,5859.439995,13622.6253,N
G,F,20.0,2,N,N,13153.6666,1973.04999,6994.0334,N
G,F,25.0,1,N,N,16108.2667,0.0,13942.9334,N
D,M,64.0,1,N,N,4100.0,0.0,3902.0,N
C,F,77.0,1,N,N,2437.2,2351.0001,0.0,N
G,M,18.0,1,N,Y,12550.56,0.0,11409.6,N
C,F,81.0,1,N,Y,1728.0,1239.0,0.0,N
G,M,32.0,1,N,N,18165.07,0.0,16513.7,N
E,M,74.0,2,N,N,7829.5334,930.0,2251.0,N
C,M,84.0,1,N,N,2707.39326,2461.2666,0.0,N
G,F,54.0,1,N,N,18889.5334,2833.43001,3303.0666,N
F,M,17.0,1,N,N,17084.0,2562.6,9301.0,N
G,M,45.0,4,Y,N,13182.9,2066.6001,7651.8,N
G,F,52.0,1,N,N,18652.7334,2797.91001,4718.5306,N
G,F,78.0,1,N,N,10560.4,1584.06,8237.4,N
D,M,10.0,1,N,N,16037.6,2405.64,3596.6542,N
G,F,64.0,1,N,N,12712.6,1906.89,5982.0,N
D,M,61.0,0,N,N,7154.8,2146.44,4292.88,N
G,F,48.0,2,N,N,15407.66326,0.0,14006.9666,N
G,F,39.0,1,N,N,11109.8666,0.0,9082.0,N
F,M,48.0,1,N,N,16367.6333,2455.144995,9150.9334,N
D,F,59.0,1,N,N,9068.0666,1360.20999,4480.8666,N
H,M,61.0,2,N,N,10653.9333,0.0,9351.2754,N
F,M,36.0,2,N,N,18714.6666,2807.19999,3997.6,N
D,M,18.0,1,N,N,5732.6666,0.0,5534.6666,N
G,F,46.0,1,N,N,10019.6,0.0,9465.95,N
G,M,33.0,1,N,N,10918.6,0.0,10371.5746,N
D,M,13.0,1,N,N,5788.0,868.2,4501.4666,N
E,M,52.0,1,N,N,11336.3333,0.0,10606.208,N
C,F,84.0,1,N,N,2528.3334,758.50002,1517.00004,Y
G,M,23.0,1,N,Y,68571.9667,10285.79501,19643.3666,N
D,M,25.0,1,N,N,9357.0,1403.55,3850.4,N
F,M,39.0,1,N,N,14149.1334,2122.37001,10284.29,N
C,F,64.0,1,N,N,3018.62,2744.2,0.0,N
D,F,14.0,1,N,N,6422.0,963.3,3901.8,N
E,M,55.0,1,N,N,12181.8666,1827.27999,7982.0,N
G,M,55.0,1,N,N,12056.0666,1808.40999,6513.2666,N
E,F,21.0,1,N,N,10111.8667,1516.780005,7431.6,N
G,F,11.0,1,N,N,12532.8,0.0,11988.811,N
D,F,61.0,1,N,N,13977.2,2096.58,9590.8,N
F,M,24.0,0,N,N,37119.6667,5567.950005,13294.6634,N
D,M,32.0,0,N,Y,6188.3334,1856.50002,3713.00004,Y
F,M,47.0,4,N,N,14916.2666,1116.0,5882.0,N
G,M,23.0,1,N,N,15214.9334,2282.24001,8666.0666,N
F,M,48.0,1,N,N,8180.0,0.0,7905.364,N
D,F,54.0,2,N,N,6013.3334,5809.5334,0.0,N
