RID,Time_Departure,Time_Arrival,Distance,Time_Driving,Speed_Per_Hour,Address1,Address2,Weekday,Hour,Day,Signaltype
router-84875df7fc-cmkz9-4-32070769-0,10:30:35,10:47:04.645000,9227.0,989.1760253906,33.5806763886,서울특별시,금천구,3,10,30,16.0
router-84875df7fc-scxcj-0-6729890-0,10:48:26,10:58:33.964000,5764.0,598.591003418,34.6654057303,경기도,파주시,1,10,21,8.0
router-84875df7fc-scxcj-2-7835481-0,10:46:39,10:58:48.234000,9626.0,728.7550048828,47.5517832026,경기도,고양시 일산동구,3,10,23,7.0
router-84875df7fc-cmkz9-6-12096066-0,13:29:35,13:33:22.738000,3257.0,222.5709991455,52.680717816,경기도,부천시,1,13,21,5.0
router-84875df7fc-52vz8-6-65924543-0,16:01:30,16:11:01.309000,7317.0,572.1779785156,46.0367245666,경기도,김포시,2,16,29,6.0
router-84875df7fc-52vz8-2-6680728-0,07:21:52,07:37:00.419000,5497.0,906.7360229492,21.8246540329,서울특별시,강서구,0,7,20,23.0
router-84875df7fc-8n4sw-6-28540820-0,08:03:30,08:32:34.107000,12668.0,1742.2430419922,26.1759116844,서울특별시,노원구,1,8,28,29.0
router-84875df7fc-b5nxc-4-49453270-0,12:53:51,13:03:11.234000,3678.0,562.6829833984,23.5315450985,경기도,남양주시,0,12,20,16.0
router-84875df7fc-cmkz9-3-9290955-0,12:57:05,13:18:36.971000,8372.0,1287.6889648438,23.4056521589,경기도,용인시 기흥구,2,12,29,44.0
router-84875df7fc-b5nxc-4-59410566-0,16:39:59,17:04:36.639000,6526.0,1475.2380371094,15.9252943654,경기도,수원시 권선구,4,16,24,29.0
router-84875df7fc-52vz8-0-7737091-0,08:13:19,08:25:30.179000,6368.0,729.4959716797,31.4255333682,경기도,의왕시,0,8,27,0.0
router-84875df7fc-8n4sw-6-24173698-0,20:19:09,20:26:56.501000,3095.0,467.3510131836,23.8407528511,경기도,고양시 덕양구,3,20,23,14.0
router-84875df7fc-scxcj-5-9201844-0,14:38:49,14:45:38.812000,4220.0,409.8039855957,37.0713817678,경기도,용인시 처인구,3,14,23,3.0
router-84875df7fc-52vz8-4-29394653-0,06:20:52,06:43:39.757000,14079.0,1366.7679443359,37.0833982536,서울특별시,서초구,2,6,29,26.0
router-84875df7fc-52vz8-1-8973346-0,15:39:50,15:56:23.446000,4094.0,979.2760009766,15.0503024533,경기도,성남시 수정구,0,15,27,4.0
router-84875df7fc-scxcj-4-7694773-0,18:50:42,19:11:04.616000,5329.0,1222.4300537109,15.6936586611,경기도,하남시,3,18,23,33.0
router-84875df7fc-cmkz9-7-70297065-0,23:36:31,23:55:08.069000,6732.0,1116.7099609375,21.7023227586,경기도,시흥시,3,23,30,17.0
router-84875df7fc-scxcj-6-15659751-0,13:21:52,13:37:53.437000,5763.0,959.0880126953,21.6317999239,경기도,안양시 만안구,1,13,28,28.0
router-84875df7fc-8n4sw-7-58812663-0,08:39:08,09:01:46.034000,3439.0,1357.5930175781,9.1193751291,서울특별시,강서구,3,8,23,13.0
router-84875df7fc-b5nxc-7-29546207-0,13:54:20,14:18:03.322000,9994.0,1422.833984375,25.2864356595,경기도,광주시,2,13,29,7.0
router-84875df7fc-cmkz9-6-12563225-0,10:50:28,11:10:16.898000,9611.0,1188.5119628906,29.1116968784,서울특별시,성동구,2,10,22,0.0
router-84875df7fc-8n4sw-1-6216177-0,11:50:20,12:00:53.017000,6953.0,633.0319824219,39.5411301404,서울특별시,금천구,0,11,20,8.0
router-84875df7fc-cmkz9-2-8058809-0,13:35:08,14:03:51.408000,8056.0,1710.8599853516,16.9514748421,서울특별시,중구,3,13,23,33.0
router-84875df7fc-8n4sw-7-60591546-0,20:35:18,20:48:49.216000,5679.0,812.2659912109,25.169587575,경기도,용인시 수지구,3,20,23,30.0
router-84875df7fc-52vz8-6-63188954-0,11:37:27,11:50:27.687000,3896.0,757.8150024414,18.5079471307,서울특별시,양천구,1,11,28,17.0
router-84875df7fc-52vz8-1-9427308-0,05:04:29,05:14:31.366000,9624.0,600.2930297852,57.7158125797,경기도,안산시 단원구,2,5,29,9.0
router-84875df7fc-scxcj-6-16381385-0,18:50:49,18:56:54.316000,3603.0,365.0629882812,35.5303068686,서울특별시,영등포구,2,18,29,1.0
router-84875df7fc-scxcj-7-52208250-0,20:05:40,20:21:57.113000,9439.0,976.9400024414,34.782483996,경기도,안성시,1,20,21,19.0
router-84875df7fc-scxcj-7-49534498-0,17:33:51,17:46:56.453000,11912.0,784.4829711914,54.6642840888,경기도,용인시 처인구,0,17,20,7.0
router-84875df7fc-52vz8-6-51341204-0,18:46:58,19:10:49.661000,11708.0,1431.9759521484,29.4340138441,경기도,용인시 처인구,2,18,22,18.0
router-84875df7fc-52vz8-4-29648636-0,11:33:53,11:53:49.371000,11602.0,1196.4260253906,34.909972797,경기도,성남시 중원구,2,11,29,27.0
router-84875df7fc-52vz8-6-62974743-0,10:04:47,10:18:37.163000,5771.0,828.7399902344,25.068900071,서울특별시,강남구,1,10,28,28.0
router-84875df7fc-cmkz9-1-9025454-0,19:17:20,19:31:48.752000,3355.0,867.7730102539,13.918386326,경기도,수원시 영통구,0,19,27,27.0
router-84875df7fc-b5nxc-4-75234584-0,08:45:16,08:57:27.191000,3699.0,716.6649780273,18.5810670373,경기도,안성시,4,8,31,7.0
router-84875df7fc-cmkz9-1-6914805-0,10:29:24,11:06:38.817000,10446.0,2230.9709472656,16.8561585466,서울특별시,은평구,1,10,21,39.0
router-84875df7fc-8n4sw-7-71540928-0,08:10:29,08:44:51.758000,7106.0,2063.5090332031,12.3971349717,서울특별시,강북구,1,8,28,36.0
router-84875df7fc-scxcj-7-54531953-0,19:59:52,20:13:00.635000,8632.0,788.0200195312,39.4345311411,경기도,평택시,2,19,22,17.0
router-84875df7fc-scxcj-7-58925827-0,18:17:38,18:40:43.611000,7082.0,1386.3599853516,18.3900287583,경기도,성남시 분당구,4,18,24,20.0
router-84875df7fc-scxcj-3-23940313-0,07:31:25,07:46:25.237000,9328.0,900.0720214844,37.3090143882,경기도,안산시 상록구,4,7,24,18.0
router-84875df7fc-cmkz9-7-52411538-0,03:31:41,03:35:56.918000,3355.0,255.408996582,47.2888588955,경기도,김포시,3,3,23,13.0
router-84875df7fc-scxcj-7-58872893-0,17:58:47,18:20:10.033000,5909.0,1269.4350585938,16.7573755396,서울특별시,성동구,4,17,24,23.0
router-84875df7fc-cmkz9-0-6257797-0,12:39:38,12:44:38.923000,3527.0,298.0939941406,42.5946186424,경기도,안양시 동안구,3,12,23,7.0
router-84875df7fc-scxcj-7-71026411-0,19:10:16,19:14:17.130000,3151.0,239.8139953613,47.3016597005,경기도,고양시 덕양구,2,19,29,2.0
router-84875df7fc-b5nxc-4-67826166-0,07:06:40,07:44:03.083000,9864.0,2242.2009277344,15.8372960963,서울특별시,금천구,1,7,28,65.0
router-84875df7fc-scxcj-7-70981035-0,18:48:54,18:59:57.840000,3297.0,662.4420166016,17.9173417485,경기도,수원시 권선구,2,18,29,23.0
router-84875df7fc-cmkz9-4-29198657-0,13:04:24,13:24:19.252000,9936.0,1195.4940185547,29.9203504533,경기도,안산시 상록구,0,13,27,34.0
router-84875df7fc-b5nxc-7-28091282-0,22:46:59,23:13:44.454000,10498.0,1255.4010009766,30.1041658965,경기도,부천시,0,22,27,45.0
router-84875df7fc-cmkz9-7-53021505-0,11:14:01,11:23:35.017000,3071.0,558.9630126953,19.7787684496,경기도,성남시 분당구,3,11,23,12.0
router-84875df7fc-52vz8-6-54638536-0,13:13:55,13:25:34.173000,6009.0,698.0919799805,30.9878936019,서울특별시,구로구,4,13,24,12.0
router-84875df7fc-52vz8-3-11818851-0,06:53:35,07:09:38.037000,11449.0,957.8569946289,43.0298053166,경기도,의왕시,0,6,20,11.0
router-84875df7fc-cmkz9-3-7661504-0,10:50:16,11:15:18.291000,12229.0,1500.5870361328,29.3381183097,서울특별시,강남구,4,10,24,18.0
router-84875df7fc-b5nxc-7-29394099-0,11:39:46,11:46:11.541000,4358.0,386.8869934082,40.5513761571,경기도,성남시 분당구,2,11,29,4.0
router-84875df7fc-8n4sw-2-7323336-0,15:36:55,15:45:53.817000,3943.0,539.7269897461,26.2999632586,경기도,파주시,3,15,23,12.0
router-84875df7fc-52vz8-3-12339876-0,06:40:26,06:46:55.755000,3102.0,390.6950073242,28.5829094067,서울특별시,송파구,1,6,21,10.0
router-84875df7fc-scxcj-7-51475318-0,15:08:44,15:18:47.945000,6498.0,602.5139770508,38.8253233801,경기도,안양시 만안구,1,15,21,18.0
router-84875df7fc-scxcj-7-57641848-0,10:12:50,10:31:12.212000,12755.0,1100.4110107422,41.7280448412,경기도,용인시 처인구,4,10,24,18.0
router-84875df7fc-cmkz9-7-68626001-0,10:56:14,11:18:12.825000,4524.0,1318.5,12.35221843,서울특별시,영등포구,3,10,30,27.0
router-84875df7fc-b5nxc-0-5069212-0,19:42:26,19:57:29.273000,4554.0,900.0969848633,18.2140372379,서울특별시,서초구,2,19,22,29.0
router-84875df7fc-scxcj-7-51080079-0,12:39:54,12:46:37.541000,3320.0,402.5929870605,29.6875514083,서울특별시,강동구,1,12,21,21.0
router-84875df7fc-52vz8-4-21560573-0,08:36:03,09:24:17.033000,10247.0,2894.1530761719,12.7461122578,서울특별시,강동구,1,8,21,50.0
router-84875df7fc-52vz8-1-9122724-0,07:47:51,08:07:57.910000,6446.0,1200.1979980469,19.3348097879,서울특별시,영등포구,1,7,28,17.0
router-84875df7fc-cmkz9-7-66140666-0,08:25:22,09:05:48.789000,8934.0,2424.9519042969,13.2631084118,서울특별시,양천구,2,8,29,41.0
router-84875df7fc-52vz8-1-8791198-0,06:51:50,07:27:10.371000,14768.0,2107.8688964844,25.2220620024,서울특별시,서대문구,0,6,27,89.0
router-84875df7fc-b5nxc-7-28189667-0,06:49:10,07:05:27.241000,13296.0,976.1950073242,49.0328260654,경기도,수원시 권선구,1,6,28,19.0
router-84875df7fc-b5nxc-5-11011422-0,13:26:19,13:36:20.033000,7787.0,600.2739868164,46.7006743848,경기도,시흥시,1,13,28,21.0
router-84875df7fc-b5nxc-6-13031048-0,11:51:02,12:10:18.601000,8139.0,1156.4880371094,25.3356706337,서울특별시,강남구,4,11,24,35.0
router-84875df7fc-cmkz9-1-7384135-0,17:43:05,17:52:52.182000,3256.0,586.416015625,19.9885400256,경기도,고양시 일산서구,2,17,22,11.0
router-84875df7fc-8n4sw-7-73935343-0,07:31:44,07:46:31.173000,4655.0,885.9400024414,18.9155021264,경기도,용인시 기흥구,2,7,29,20.0
router-84875df7fc-cmkz9-0-6382855-0,20:44:16,20:48:47.787000,3083.0,266.6279907227,41.6265372961,경기도,안성시,3,20,23,2.0
router-84875df7fc-52vz8-5-8119448-0,09:11:10,09:25:30.618000,4994.0,858.9860229492,20.929793407200002,서울특별시,서초구,3,9,23,21.0
router-84875df7fc-scxcj-7-64942411-0,09:10:02,09:22:31.555000,3717.0,749.7280273438,17.8480722502,서울특별시,송파구,0,9,27,20.0
router-84875df7fc-cmkz9-7-53947081-0,17:44:33,17:54:36.660000,3158.0,598.9609985352,18.9808685838,경기도,부천시,3,17,23,8.0
router-84875df7fc-cmkz9-4-24409795-0,23:44:40,23:54:41.202000,4823.0,600.8209838867,28.8984580526,서울특별시,송파구,2,23,22,40.0
router-84875df7fc-b5nxc-4-53425047-0,07:29:17,07:42:59.110000,4610.0,820.5540161133,20.2253595426,서울특별시,구로구,2,7,22,27.0
router-84875df7fc-b5nxc-7-27268358-0,07:30:32,07:45:33.968000,13598.0,900.3280029297,54.3721841825,경기도,용인시 기흥구,0,7,27,0.0
router-84875df7fc-scxcj-2-10192197-1,12:41:08,13:08:44.778000,11799.0,1651.1629638672,25.725140964,서울특별시,송파구,3,12,30,30.0
router-84875df7fc-scxcj-7-47837770-0,00:03:15,00:13:49.830000,6050.0,632.4749755859,34.4361450504,경기도,용인시 기흥구,0,0,20,19.0
router-84875df7fc-cmkz9-7-54008530-0,18:10:40,18:15:40.388000,5124.0,300.3999938965,61.4061264141,서울특별시,강동구,3,18,23,0.0
router-84875df7fc-cmkz9-7-61959146-0,09:40:45,09:50:46.029000,3444.0,600.0200195312,20.6633105503,서울특별시,강남구,0,9,27,22.0
router-84875df7fc-b5nxc-5-11354206-0,12:44:21,13:03:08.672000,3164.0,1116.7679443359,10.1994331569,서울특별시,강남구,2,12,29,13.0
router-84875df7fc-scxcj-7-69419501-0,08:22:13,08:50:53.086000,10101.0,1717.9110107422,21.167336243,경기도,안산시 상록구,2,8,29,27.0
router-84875df7fc-52vz8-5-10639969-0,12:15:37,12:50:38.323000,10010.0,2100.712890625,17.154176642,서울특별시,영등포구,3,12,30,22.0
router-84875df7fc-b5nxc-1-6898915-0,09:44:11,10:08:10.649000,8941.0,1436.8530273438,22.4014560901,서울특별시,송파구,2,9,22,31.0
router-84875df7fc-scxcj-7-53283494-0,11:25:40,11:35:37.536000,3237.0,597.2050170898,19.5128970228,경기도,시흥시,2,11,22,12.0
router-84875df7fc-52vz8-3-13998890-0,07:47:19,08:00:38.222000,7045.0,786.1439819336,32.2612658531,서울특별시,동대문구,4,7,24,21.0
router-84875df7fc-scxcj-7-49190981-0,15:15:25,15:21:02.157000,4346.0,334.450012207,46.7800850021,경기도,성남시 수정구,0,15,20,11.0
router-84875df7fc-cmkz9-1-7678968-0,17:57:42,18:13:46.511000,4229.0,963.3140258789,15.8041921855,경기도,수원시 영통구,3,17,23,24.0
router-84875df7fc-52vz8-0-7781743-0,10:42:05,11:13:34.733000,12297.0,1886.8120117188,23.4624327835,경기도,성남시 분당구,0,10,27,39.0
router-84875df7fc-52vz8-6-55055034-0,16:00:27,16:17:18.037000,5342.0,1010.7880249023,19.0259476035,서울특별시,중구,4,16,24,40.0
router-84875df7fc-b5nxc-4-50743499-0,00:36:09,00:50:47.472000,10950.0,878.3300170898,44.8806248597,서울특별시,동대문구,1,0,21,33.0
router-84875df7fc-52vz8-4-29548797-0,09:58:38,10:13:39.090000,3219.0,900.3140258789,12.8715089034,서울특별시,영등포구,2,9,29,13.0
router-84875df7fc-cmkz9-6-12571477-0,11:04:28,11:07:43.468000,3449.0,190.3170013428,65.2406243919,서울특별시,관악구,2,11,22,0.0
router-84875df7fc-cmkz9-4-31980693-0,09:00:21,09:13:43.403000,3351.0,803.6430053711,15.0111429072,서울특별시,강남구,3,9,30,20.0
router-84875df7fc-52vz8-3-16586823-0,15:26:03,15:49:37.605000,11551.0,1414.1750488281,29.4048463339,경기도,성남시 분당구,1,15,28,37.0
router-84875df7fc-cmkz9-7-64281348-0,11:01:12,11:08:12.684000,4202.0,418.6090087891,36.1368238198,경기도,남양주시,1,11,28,13.0
router-84875df7fc-8n4sw-4-13969959-0,22:09:13,22:32:23.211000,13491.0,1390.3919677734,34.9308692266,서울특별시,강남구,1,22,28,30.0
router-84875df7fc-b5nxc-1-7245737-0,13:00:57,13:15:10.772000,7662.0,853.5609741211,32.3154418211,경기도,양평군,3,13,23,5.0
router-84875df7fc-cmkz9-6-11990443-0,10:40:39,10:53:11.868000,14796.0,753.1060180664,70.7278905256,경기도,하남시,1,10,21,5.0
router-84875df7fc-52vz8-1-7575816-0,15:16:16,15:48:58.189000,13730.0,1960.2370605469,25.215317573,서울특별시,중구,3,15,23,40.0
router-84875df7fc-52vz8-7-10018824-0,12:23:51,12:31:49.405000,5931.0,479.4519958496,44.5333426179,경기도,용인시 처인구,4,12,24,19.0
router-84875df7fc-52vz8-2-9262360-0,15:58:54,16:14:25.215000,5227.0,928.4010009766,20.2683969322,경기도,광주시,0,15,27,2.0
router-84875df7fc-b5nxc-7-24643874-0,15:56:59,16:22:02.220000,12003.0,1499.6009521484,28.8148656735,경기도,시흥시,4,15,24,34.0
router-84875df7fc-scxcj-2-8329507-0,18:37:25,18:47:54.672000,3334.0,629.632019043,19.0625629526,경기도,김포시,4,18,24,8.0
router-84875df7fc-52vz8-1-7547370-0,14:03:02,14:29:05.378000,14231.0,1556.9620361328,32.9048485519,경기도,의정부시,3,14,23,42.0
router-84875df7fc-cmkz9-7-55245943-0,11:54:34,12:11:29.212000,10029.0,1015.0510253906,35.5690493353,경기도,광명시,4,11,24,35.0
router-84875df7fc-cmkz9-7-63660853-0,01:18:56,01:42:09.056000,14093.0,1393.3480224609,36.4121520124,경기도,수원시 권선구,1,1,28,36.0
router-84875df7fc-cmkz9-0-6591963-0,17:39:09,18:02:24.959000,9981.0,1393.1429443359,25.7917539231,경기도,평택시,4,17,24,15.0
router-84875df7fc-cmkz9-7-47778053-0,21:15:03,21:25:34.331000,4832.0,631.5770263672,27.5424837728,서울특별시,강남구,0,21,20,29.0
router-84875df7fc-scxcj-7-73847343-0,00:04:10,00:11:10.298000,3152.0,419.2059936523,27.0683152718,경기도,파주시,4,0,31,12.0
router-84875df7fc-8n4sw-6-24742067-0,14:03:51,14:17:12.256000,4306.0,801.0490112305,19.3516249102,서울특별시,관악구,4,14,24,35.0
router-84875df7fc-cmkz9-7-50472409-0,08:06:26,08:29:07.736000,5989.0,1364.5510253906,15.8003618764,경기도,화성시,2,8,22,14.0
router-84875df7fc-b5nxc-4-58701034-0,12:17:28,12:37:56.581000,4682.0,1226.5980224609,13.7414211432,경기도,수원시 팔달구,4,12,24,34.0
router-84875df7fc-52vz8-4-31468049-0,06:55:55,07:00:49.510000,5482.0,293.8649902344,67.157370411,서울특별시,강동구,4,6,31,0.0
router-84875df7fc-scxcj-2-9564856-0,12:49:18,12:58:17.173000,3421.0,538.7290039062,22.8604732819,경기도,고양시 일산동구,1,12,28,11.0
router-84875df7fc-8n4sw-1-6716486-0,06:57:10,07:13:47.598000,9745.0,993.1439819336,35.3241832385,경기도,고양시 덕양구,2,6,22,30.0
router-84875df7fc-cmkz9-5-10987003-0,12:06:04,12:22:13.939000,6103.0,968.9310302734,22.6752981518,서울특별시,광진구,1,12,28,17.0
router-84875df7fc-b5nxc-2-9613941-0,13:31:53,13:45:12.290000,7060.0,795.6599731445,31.9432934392,경기도,안양시 동안구,3,13,30,17.0
router-84875df7fc-52vz8-6-68668319-0,19:54:00,20:14:15.202000,7762.0,1214.0660400391,23.0162108802,서울특별시,종로구,3,19,30,40.0
router-84875df7fc-cmkz9-7-69111927-0,14:08:55,14:15:54.786000,3747.0,421.5639953613,31.9979887951,경기도,김포시,3,14,30,9.0
router-84875df7fc-8n4sw-7-69274086-0,09:16:58,09:34:22.757000,3867.0,1045.3919677734,13.316727533,서울특별시,노원구,0,9,27,31.0
router-84875df7fc-b5nxc-0-6533277-0,19:21:59,19:43:23.555000,5677.0,1284.1359863281,15.9151368839,서울특별시,강남구,2,19,29,4.0
router-84875df7fc-scxcj-7-67456463-0,10:58:06,11:08:49.370000,7524.0,643.5469970703,42.0892337674,경기도,이천시,1,10,28,18.0
router-84875df7fc-b5nxc-5-9643133-0,22:12:19,22:34:04.809000,11985.0,1305.5009765625,33.0493816356,서울특별시,노원구,4,22,24,12.0
router-84875df7fc-52vz8-6-61502982-0,14:07:09,14:40:03.209000,10014.0,1908.5870361328,18.8885281716,경기도,의정부시,0,14,27,27.0
router-84875df7fc-b5nxc-4-57808527-0,23:48:20,00:03:36.436000,5748.0,916.382019043,22.5809755866,서울특별시,강북구,3,23,23,35.0
router-84875df7fc-8n4sw-6-28554366-0,08:22:16,08:36:48.967000,3599.0,872.1270141602,14.8560929654,서울특별시,관악구,1,8,28,28.0
router-84875df7fc-52vz8-3-13844602-0,18:45:45,19:01:15.776000,3287.0,929.3159790039,12.7332363452,경기도,안산시 단원구,3,18,23,9.0
router-84875df7fc-52vz8-4-23605232-0,10:30:56,10:44:45.956000,3983.0,830.658996582,17.2619571437,서울특별시,은평구,3,10,23,30.0
router-84875df7fc-8n4sw-3-9368684-0,09:19:16,10:11:47.273000,13010.0,3149.9870605469,14.8686325054,서울특별시,서초구,3,9,30,54.0
router-84875df7fc-b5nxc-4-73655604-0,14:58:25,15:07:18.575000,4070.0,535.4479980469,27.3640018329,경기도,광주시,3,14,30,2.0
router-84875df7fc-cmkz9-4-31317595-0,14:22:08,14:47:06.390000,12534.0,1500.4470214844,30.0726379232,경기도,파주시,2,14,29,6.0
router-84875df7fc-cmkz9-7-56207052-0,18:16:54,18:23:18.784000,3055.0,383.7420043945,28.6598805292,경기도,성남시 분당구,4,18,24,11.0
router-84875df7fc-52vz8-4-27977540-0,15:07:46,15:21:25.015000,4950.0,819.8109741211,21.7367180515,경기도,김포시,0,15,27,17.0
router-84875df7fc-cmkz9-4-24309438-0,20:08:55,20:27:57.165000,13359.0,1139.9510498047,42.1881272957,경기도,용인시 처인구,2,20,22,14.0
router-84875df7fc-scxcj-2-7078315-0,19:13:40,19:26:09.028000,11226.0,747.8800048828,54.0375457776,경기도,포천시,0,19,20,9.0
router-84875df7fc-cmkz9-7-56195418-0,18:12:29,18:29:16.846000,11486.0,1004.8400268555,41.1504308098,경기도,군포시,4,18,24,15.0
router-84875df7fc-b5nxc-0-6388270-0,09:22:50,10:15:13.591000,12168.0,3144.1079101562,13.9323462336,서울특별시,강서구,2,9,29,55.0
router-84875df7fc-cmkz9-5-8629414-0,10:54:37,11:04:12.293000,3269.0,573.7039794922,20.5130178989,서울특별시,노원구,2,10,22,19.0
router-84875df7fc-52vz8-2-6825381-0,14:32:29,14:54:23.306000,8125.0,1312.1719970703,22.2912850338,서울특별시,관악구,0,14,20,49.0
router-84875df7fc-8n4sw-6-25191273-0,20:31:11,20:45:25.225000,10832.0,851.7440185547,45.7827694125,경기도,하남시,4,20,24,10.0
router-84875df7fc-b5nxc-7-28268237-0,08:49:02,09:07:54.598000,5649.0,1132.16796875,17.9623523729,서울특별시,양천구,1,8,28,24.0
router-84875df7fc-cmkz9-7-53257260-0,12:55:35,13:04:27.855000,3598.0,532.3460083008,24.331543391,서울특별시,양천구,3,12,23,16.0
router-84875df7fc-8n4sw-6-31669503-0,09:42:32,10:00:43.437000,4566.0,1092.1569824219,15.0505836291,경기도,안산시 단원구,4,9,31,24.0
router-84875df7fc-cmkz9-6-11481920-0,11:22:33,11:40:47.745000,5439.0,1082.251953125,18.0922750414,서울특별시,마포구,0,11,20,42.0
router-84875df7fc-8n4sw-7-57811314-0,17:37:24,18:04:39.525000,8201.0,1623.291015625,18.1874967063,서울특별시,광진구,2,17,22,33.0
router-84875df7fc-cmkz9-3-6495815-0,10:45:00,10:58:49.779000,8613.0,830.5590209961,37.3324462394,서울특별시,서초구,0,10,20,25.0
router-84875df7fc-b5nxc-4-60058127-0,21:02:22,21:19:25.830000,3150.0,1023.757019043,11.0768471318,서울특별시,서초구,4,21,24,22.0
router-84875df7fc-8n4sw-7-72563747-0,14:46:40,14:52:27.247000,3392.0,347.7340087891,35.116496205,경기도,포천시,1,14,28,0.0
router-84875df7fc-8n4sw-7-77337966-0,13:51:44,14:11:43.802000,6090.0,1200.3480224609,18.2647028943,서울특별시,도봉구,3,13,30,41.0
router-84875df7fc-scxcj-7-56187924-0,15:35:00,15:50:01.596000,6878.0,900.2639770508,27.503932881,서울특별시,영등포구,3,15,23,8.0
router-84875df7fc-52vz8-6-49495770-0,21:45:19,21:56:03.229000,7241.0,644.9329833984,40.4190833327,서울특별시,양천구,1,21,21,2.0
router-84875df7fc-scxcj-7-70465393-0,15:24:42,15:41:30.507000,3807.0,1006.4229736328,13.6177336558,서울특별시,송파구,2,15,29,27.0
router-84875df7fc-scxcj-3-30886618-0,05:07:08,05:17:28.875000,7193.0,614.3850097656,42.1475126971,경기도,수원시 권선구,4,5,31,36.0
router-84875df7fc-b5nxc-1-9150324-0,16:19:50,16:36:44.397000,4014.0,1013.5770263672,14.256834581,서울특별시,양천구,2,16,29,16.0
router-84875df7fc-cmkz9-7-53622776-0,15:27:02,15:46:56.415000,9555.0,1194.5080566406,28.7967919586,경기도,의정부시,3,15,23,7.0
router-84875df7fc-52vz8-3-15955537-0,13:00:54,13:24:12.182000,10564.0,1397.5720214844,27.2117639845,경기도,남양주시,0,13,27,15.0
router-84875df7fc-cmkz9-4-24939509-0,14:17:24,14:27:26.756000,6445.0,600.4669799805,38.6399265464,경기도,안산시 상록구,3,14,23,7.0
router-84875df7fc-b5nxc-4-59589227-0,17:43:30,17:50:14.334000,4783.0,404.4469909668,42.5736879853,경기도,양주시,4,17,24,9.0
router-84875df7fc-scxcj-4-7789132-0,09:16:50,09:32:22.518000,4108.0,932.4409790039,15.8603068001,경기도,파주시,4,9,24,4.0
router-84875df7fc-52vz8-4-22183504-0,18:05:36,18:17:59.122000,4658.0,741.5659790039,22.6126878454,서울특별시,영등포구,1,18,21,21.0
router-84875df7fc-8n4sw-7-71094389-0,21:48:17,22:09:10.076000,13384.0,1252.5290527344,38.468089738,경기도,남양주시,0,21,27,38.0
router-84875df7fc-52vz8-0-6792372-0,12:27:12,12:35:13.215000,3714.0,479.5599975586,27.8805573194,서울특별시,마포구,4,12,24,0.0
router-84875df7fc-cmkz9-7-51883556-0,18:17:36,18:45:30.536000,6302.0,1673.2080078125,13.5591031683,서울특별시,성동구,2,18,22,23.0
router-84875df7fc-scxcj-7-74031914-0,05:57:12,06:12:14.507000,6915.0,899.9780273438,27.6606753095,경기도,부천시,4,5,31,25.0
router-84875df7fc-52vz8-6-50396015-0,11:57:38,12:04:27.047000,3463.0,409.0069885254,30.4806527755,서울특별시,양천구,2,11,22,12.0
router-84875df7fc-52vz8-0-6781234-0,11:57:13,12:06:49.068000,6568.0,575.7080078125,41.070820067,경기도,의정부시,4,11,24,20.0
router-84875df7fc-8n4sw-7-73924857-0,07:25:30,07:45:31.138000,12439.0,1200.3299560547,37.3067420122,경기도,하남시,2,7,29,4.0
router-84875df7fc-52vz8-2-9209693-0,13:48:37,13:56:09.439000,3891.0,451.4070129395,31.0309755907,경기도,광주시,0,13,27,18.0
router-84875df7fc-52vz8-6-68887317-0,22:49:29,23:09:18.472000,13339.0,1184.9799804688,40.524228925,경기도,의왕시,3,22,30,43.0
router-84875df7fc-8n4sw-7-51369762-0,07:16:39,07:47:12.121000,7212.0,1832.2170410156,14.1703736068,경기도,고양시 덕양구,0,7,20,3.0
router-84875df7fc-52vz8-6-50027754-0,09:13:29,09:35:53.131000,3179.0,1343.2180175781,8.5201358605,경기도,안산시 단원구,2,9,22,14.0
router-84875df7fc-b5nxc-7-23747816-0,16:49:35,17:28:03.724000,8587.0,2305.75390625,13.4069815153,서울특별시,관악구,3,16,23,15.0
router-84875df7fc-scxcj-6-13192399-0,03:33:54,03:41:06.199000,4256.0,423.4240112305,36.1850050862,서울특별시,성동구,4,3,24,20.0
router-84875df7fc-cmkz9-6-13265195-0,15:34:49,15:42:25.134000,6142.0,455.4590148926,48.5470685111,경기도,오산시,3,15,23,5.0
router-84875df7fc-cmkz9-7-52787693-0,09:30:14,09:40:13.552000,6581.0,599.8239746094,39.4975876305,경기도,화성시,3,9,23,8.0
router-84875df7fc-cmkz9-6-12510366-0,09:19:27,09:26:22.400000,3978.0,415.7460021973,34.4460317702,경기도,파주시,2,9,22,4.0
router-84875df7fc-8n4sw-6-23623983-0,11:18:41,11:41:55.642000,14247.0,1394.0009765625,36.7928006238,경기도,구리시,3,11,23,28.0
router-84875df7fc-scxcj-6-16764432-0,14:29:56,14:42:23.989000,4576.0,747.6099853516,22.0350186899,경기도,남양주시,3,14,30,8.0
router-84875df7fc-b5nxc-7-24314308-0,11:07:38,11:20:31.291000,3331.0,761.5939941406,15.745397275,경기도,용인시 기흥구,4,11,24,10.0
router-84875df7fc-52vz8-5-8597393-0,15:35:49,15:54:35.140000,10577.0,1113.4730224609,34.1967871982,경기도,하남시,4,15,24,30.0
router-84875df7fc-52vz8-3-17558209-0,12:06:51,12:20:58.113000,8943.0,847.674987793,37.9801226456,서울특별시,강동구,3,12,30,14.0
